
[5 rows x 21 columns]
         848854489 function calls (835604717 primitive calls) in 803.907 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       62    0.001    0.000    0.085    0.001 construction.py:100(arrays_to_mgr)
       92    0.000    0.000    0.000    0.000 construction.py:215(mgr_to_mgr)
  2090615    1.737    0.000    9.176    0.000 construction.py:369(extract_array)
       62    0.001    0.000    0.099    0.002 construction.py:396(dict_to_mgr)
  2067136    2.125    0.000    2.529    0.000 construction.py:431(ensure_wrapped_if_datetimelike)
       61    0.000    0.000    0.001    0.000 construction.py:445(<listcomp>)
       61    0.000    0.000    0.000    0.000 construction.py:448(<listcomp>)
       61    0.000    0.000    0.001    0.000 construction.py:449(<listcomp>)
       62    0.000    0.000    0.000    0.000 construction.py:456(<listcomp>)
   129422    0.872    0.000    2.686    0.000 construction.py:463(sanitize_array)
       62    0.001    0.000    0.063    0.001 construction.py:560(_homogenize)
        1    0.000    0.000    0.001    0.001 construction.py:598(_extract_index)
   129422    0.191    0.000    0.360    0.000 construction.py:605(_sanitize_ndim)
   129421    0.095    0.000    0.131    0.000 construction.py:642(_sanitize_str_dtypes)
   129422    0.106    0.000    0.134    0.000 construction.py:662(_maybe_repeat)
   129396    0.459    0.000    0.650    0.000 construction.py:673(_try_cast)
   131762    0.171    0.000    0.341    0.000 construction.py:780(is_empty_data)
      5/4    0.000    0.000    0.001    0.000 construction.py:800(create_series_with_explicit_dtype)
    82654    0.101    0.000    0.265    0.000 contextlib.py:114(__enter__)
82654/82653    0.155    0.000   71.332    0.001 contextlib.py:123(__exit__)
       21    0.000    0.000    0.000    0.000 contextlib.py:234(contextmanager)
    82654    0.115    0.000    0.371    0.000 contextlib.py:261(helper)
        1    0.000    0.000    0.000    0.000 contextlib.py:317(__init__)
        1    0.000    0.000    0.000    0.000 contextlib.py:319(__enter__)
        1    0.000    0.000    0.000    0.000 contextlib.py:321(__exit__)
   637243    0.287    0.000    0.287    0.000 contextlib.py:376(__init__)
   637243    0.116    0.000    0.116    0.000 contextlib.py:379(__enter__)
   637243    0.184    0.000    0.184    0.000 contextlib.py:382(__exit__)
       12    0.000    0.000    0.000    0.000 contextlib.py:402(_create_cb_wrapper)
       12    0.000    0.000    0.000    0.000 contextlib.py:404(_exit_wrapper)
        9    0.000    0.000    0.000    0.000 contextlib.py:408(__init__)
       12    0.000    0.000    0.000    0.000 contextlib.py:452(callback)
       12    0.000    0.000    0.000    0.000 contextlib.py:470(_push_exit_callback)
        9    0.000    0.000    0.000    0.000 contextlib.py:486(__enter__)
        9    0.000    0.000    0.000    0.000 contextlib.py:489(__exit__)
        1    0.000    0.000    0.000    0.000 contextlib.py:63(_recreate_cm)
        1    0.000    0.000    0.000    0.000 contextlib.py:75(__call__)
        1    0.000    0.000    0.000    0.000 contextlib.py:76(inner)
    82654    0.208    0.000    0.256    0.000 contextlib.py:86(__init__)
        1    0.000    0.000    0.000    0.000 contexts.py:1(<module>)
        1    0.000    0.000    0.000    0.000 contexts.py:212(RNGContext)
        1    0.000    0.000    0.000    0.000 copier.py:4(<module>)
        1    0.000    0.000    0.000    0.000 copier.py:9(WorksheetCopy)
        3    0.000    0.000    0.000    0.000 copy.py:107(_copy_immutable)
  129/127    0.000    0.000    0.001    0.000 copy.py:66(copy)
        2    0.000    0.000    0.000    0.000 copyreg.py:12(pickle)
        1    0.000    0.000    0.000    0.000 copyreg.py:22(constructor)
        1    0.000    0.000    0.003    0.003 core.py:1(<module>)
        1    0.000    0.000    0.000    0.000 core.py:1120(_DomainedBinaryOperation)
        6    0.000    0.000    0.000    0.000 core.py:1141(__init__)
       14    0.000    0.000    0.002    0.000 core.py:116(doc_note)
        1    0.000    0.000    0.000    0.000 core.py:1278(_replace_dtype_fields_recursive)
        1    0.000    0.000    0.000    0.000 core.py:1310(_replace_dtype_fields)
       44    0.000    0.000    0.001    0.000 core.py:132(get_object_signature)
        1    0.000    0.000    0.000    0.000 core.py:1324(make_mask_descr)
        3    0.000    0.000    0.000    0.000 core.py:1357(getmask)
        1    0.000    0.000    0.000    0.000 core.py:149(MAError)
        1    0.000    0.000    0.000    0.000 core.py:157(MaskError)
        1    0.000    0.000    0.000    0.000 core.py:191(<listcomp>)
        1    0.000    0.000    0.000    0.000 core.py:192(<listcomp>)
        1    0.000    0.000    0.000    0.000 core.py:195(<listcomp>)
        1    0.000    0.000    0.000    0.000 core.py:196(<listcomp>)
        1    0.000    0.000    0.000    0.000 core.py:22(NestedDateTime)
        1    0.000    0.000    0.000    0.000 core.py:2381(_MaskedPrintOption)
        1    0.000    0.000    0.000    0.000 core.py:2387(__init__)
        7    0.000    0.000    0.000    0.000 core.py:2553(_arraymethod)
        1    0.000    0.000    0.000    0.000 core.py:2598(MaskedIterator)
        3    0.000    0.000    0.000    0.000 core.py:26(to_tree)
        1    0.000    0.000    0.000    0.000 core.py:2706(MaskedArray)
        1    0.000    0.000    0.000    0.000 core.py:2817(__new__)
        2    0.000    0.000    0.000    0.000 core.py:2948(_update_from)
        2    0.000    0.000    0.000    0.000 core.py:2974(__array_finalize__)
        1    0.000    0.000    0.000    0.000 core.py:3(<module>)
        1    0.000    0.000    0.000    0.000 core.py:3123(view)
        4    0.000    0.000    0.000    0.000 core.py:3405(dtype)
        2    0.000    0.000    0.000    0.000 core.py:3421(shape)
        1    0.000    0.000    0.000    0.000 core.py:36(QualifiedDateTime)
        2    0.000    0.000    0.000    0.000 core.py:41(to_tree)
        1    0.000    0.000    0.000    0.000 core.py:47(DocumentProperties)
        1    0.000    0.000    0.000    0.000 core.py:6234(mvoid)
        1    0.000    0.000    0.000    0.000 core.py:6429(MaskedConstant)
        4    0.000    0.000    0.000    0.000 core.py:6433(__has_singleton)
        1    0.000    0.000    0.000    0.000 core.py:6439(__new__)
        1    0.000    0.000    0.000    0.000 core.py:6457(__array_finalize__)
        2    0.000    0.000    0.000    0.000 core.py:6532(__setattr__)
        1    0.000    0.000    0.000    0.000 core.py:6624(_extrema_operation)
        2    0.000    0.000    0.000    0.000 core.py:6633(__init__)
        1    0.000    0.000    0.000    0.000 core.py:6739(_frommethod)
       26    0.000    0.000    0.001    0.000 core.py:6750(__init__)
       26    0.000    0.000    0.000    0.000 core.py:6755(getdoc)
        1    0.000    0.000    0.000    0.000 core.py:792(_DomainCheckInterval)
        3    0.000    0.000    0.000    0.000 core.py:801(__init__)
        1    0.000    0.000    0.000    0.000 core.py:8085(_convert2ma)
        8    0.000    0.000    0.000    0.000 core.py:8098(__init__)
        3    0.000    0.000    0.000    0.000 core.py:81(__init__)
        8    0.000    0.000    0.000    0.000 core.py:8103(getdoc)
        1    0.000    0.000    0.000    0.000 core.py:817(_DomainTan)
        1    0.000    0.000    0.000    0.000 core.py:825(__init__)
        1    0.000    0.000    0.000    0.000 core.py:835(_DomainSafeDivide)
        6    0.000    0.000    0.000    0.000 core.py:841(__init__)
        1    0.000    0.000    0.000    0.000 core.py:85(MaskedArrayFutureWarning)
        1    0.000    0.000    0.000    0.000 core.py:856(_DomainGreater)
        3    0.000    0.000    0.000    0.000 core.py:862(__init__)
        1    0.000    0.000    0.000    0.000 core.py:872(_DomainGreaterEqual)
        2    0.000    0.000    0.000    0.000 core.py:878(__init__)
        1    0.000    0.000    0.000    0.000 core.py:888(_MaskedUFunc)
       52    0.000    0.000    0.000    0.000 core.py:889(__init__)
        1    0.000    0.000    0.000    0.000 core.py:898(_MaskedUnaryOperation)
       26    0.000    0.000    0.000    0.000 core.py:916(__init__)
        1    0.000    0.000    0.000    0.000 core.py:972(_MaskedBinaryOperation)
       18    0.000    0.000    0.000    0.000 core.py:992(__init__)
        1    0.000    0.000    0.000    0.000 cp1250.py:22(decode)
        1    0.000    0.000    0.000    0.000 cp437.py:1(<module>)
       29    0.000    0.000    0.000    0.000 cp437.py:14(decode)
        1    0.000    0.000    0.000    0.000 cp437.py:17(IncrementalEncoder)
        1    0.000    0.000    0.000    0.000 cp437.py:21(IncrementalDecoder)
        1    0.000    0.000    0.000    0.000 cp437.py:25(StreamWriter)
        1    0.000    0.000    0.000    0.000 cp437.py:28(StreamReader)
        1    0.000    0.000    0.000    0.000 cp437.py:33(getregentry)
        1    0.000    0.000    0.000    0.000 cp437.py:9(Codec)
        1    0.000    0.000    0.000    0.000 css.py:1(<module>)
        1    0.000    0.000    0.000    0.000 css.py:10(CSSWarning)
        5    0.000    0.000    0.000    0.000 css.py:16(_side_expander)
        1    0.000    0.000    0.000    0.000 css.py:30(CSSResolver)
        1    0.000    0.000    0.000    0.000 csv.py:130(DictWriter)
        1    0.000    0.000    0.000    0.000 csv.py:165(Sniffer)
        1    0.000    0.000    0.000    0.000 csv.py:2(<module>)
        1    0.000    0.000    0.000    0.000 csv.py:23(Dialect)
        1    0.000    0.000    0.000    0.000 csv.py:54(excel)
        1    0.000    0.000    0.000    0.000 csv.py:64(excel_tab)
        1    0.000    0.000    0.000    0.000 csv.py:69(unix_dialect)
        1    0.000    0.000    0.000    0.000 csv.py:80(DictReader)
        1    0.000    0.000    0.000    0.000 ctypeslib.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ctypeslib.py:174(_ndptr)
        1    0.000    0.000    0.000    0.000 ctypeslib.py:195(_concrete_ndptr)
        1    0.000    0.000    0.000    0.000 ctypeslib.py:354(_get_scalar_type_map)
        1    0.000    0.000    0.000    0.000 ctypeslib.py:365(<dictcomp>)
        1    0.000    0.000    0.000    0.000 custom.py:20(CustomChartsheetView)
        1    0.000    0.000    0.000    0.000 custom.py:3(<module>)
        1    0.000    0.000    0.000    0.000 custom.py:51(CustomChartsheetViews)
        1    0.000    0.000    0.001    0.001 data_source.py:1(<module>)
        1    0.000    0.000    0.000    0.000 data_source.py:104(StrVal)
        1    0.000    0.000    0.000    0.000 data_source.py:119(StrData)
        1    0.000    0.000    0.000    0.000 data_source.py:138(StrRef)
        1    0.000    0.000    0.000    0.000 data_source.py:157(NumDataSource)
        1    0.000    0.000    0.000    0.000 data_source.py:171(Level)
        1    0.000    0.000    0.000    0.000 data_source.py:185(MultiLevelStrData)
        1    0.000    0.000    0.000    0.000 data_source.py:204(MultiLevelStrRef)
        1    0.000    0.000    0.000    0.000 data_source.py:22(NumFmt)
        1    0.000    0.000    0.000    0.000 data_source.py:223(AxDataSource)
        1    0.000    0.000    0.000    0.000 data_source.py:35(NumberValueDescriptor)
        1    0.000    0.000    0.000    0.000 data_source.py:50(NumVal)
        1    0.000    0.000    0.000    0.000 data_source.py:66(NumData)
        1    0.000    0.000    0.000    0.000 data_source.py:86(NumRef)
        2    0.000    0.000    0.001    0.001 dataclasses.py:1012(wrap)
       10    0.000    0.000    0.000    0.000 dataclasses.py:244(__init__)
        1    0.000    0.000    0.000    0.000 dataclasses.py:281(__set_name__)
        2    0.000    0.000    0.000    0.000 dataclasses.py:300(__init__)
       10    0.000    0.000    0.000    0.000 dataclasses.py:322(field)
        4    0.000    0.000    0.000    0.000 dataclasses.py:344(_tuple_str)
        4    0.000    0.000    0.000    0.000 dataclasses.py:353(<listcomp>)
        2    0.000    0.000    0.000    0.000 dataclasses.py:358(_recursive_repr)
        6    0.000    0.000    0.001    0.000 dataclasses.py:377(_create_fn)
       24    0.000    0.000    0.000    0.000 dataclasses.py:391(<genexpr>)
       10    0.000    0.000    0.000    0.000 dataclasses.py:404(_field_assign)
       10    0.000    0.000    0.000    0.000 dataclasses.py:416(_field_init)
       10    0.000    0.000    0.000    0.000 dataclasses.py:470(_init_param)
        2    0.000    0.000    0.000    0.000 dataclasses.py:489(_init_fn)
        2    0.000    0.000    0.000    0.000 dataclasses.py:507(<dictcomp>)
        2    0.000    0.000    0.000    0.000 dataclasses.py:532(<listcomp>)
        2    0.000    0.000    0.000    0.000 dataclasses.py:539(_repr_fn)
        2    0.000    0.000    0.000    0.000 dataclasses.py:543(<listcomp>)
        2    0.000    0.000    0.000    0.000 dataclasses.py:575(_cmp_fn)
       20    0.000    0.000    0.000    0.000 dataclasses.py:597(_is_classvar)
       20    0.000    0.000    0.000    0.000 dataclasses.py:605(_is_initvar)
       20    0.000    0.000    0.000    0.000 dataclasses.py:612(_is_type)
       10    0.000    0.000    0.000    0.000 dataclasses.py:671(_get_field)
        6    0.000    0.000    0.000    0.000 dataclasses.py:753(_set_new_attribute)
        2    0.000    0.000    0.000    0.000 dataclasses.py:767(_hash_set_none)
        2    0.000    0.000    0.001    0.001 dataclasses.py:809(_process_class)
        2    0.000    0.000    0.000    0.000 dataclasses.py:863(<listcomp>)
        2    0.000    0.000    0.000    0.000 dataclasses.py:924(<listcomp>)
        2    0.000    0.000    0.000    0.000 dataclasses.py:940(<listcomp>)
        2    0.000    0.000    0.000    0.000 dataclasses.py:943(<listcomp>)
        2    0.000    0.000    0.000    0.000 dataclasses.py:949(<listcomp>)
        2    0.000    0.000    0.001    0.001 dataclasses.py:998(dataclass)
        1    0.000    0.000    0.000    0.000 datavalidation.py:157(DataValidationList)
        3    0.000    0.000    0.000    0.000 datavalidation.py:169(__init__)
        1    0.000    0.000    0.000    0.000 datavalidation.py:187(__len__)
        1    0.000    0.000    0.000    0.000 datavalidation.py:3(<module>)
        1    0.000    0.000    0.000    0.000 datavalidation.py:74(DataValidation)
        1    0.000    0.000    0.000    0.000 date_converters.py:1(<module>)
        1    0.000    0.000    0.000    0.000 dates.py:1(<module>)
        1    0.000    0.000    0.001    0.001 datetime.py:1(<module>)
